2,1,1670,368,195,394,-1,-1,-1,-1
2,3,254,449,113,274,-1,-1,-1,-1
2,5,4,220,106,763,-1,-1,-1,-1
3,1,1668,373,190,386,-1,-1,-1,-1
3,3,256,449,112,274,-1,-1,-1,-1
3,5,4,198,112,796,-1,-1,-1,-1
3,7,1856,345,63,265,-1,-1,-1,-1
4,1,1666,372,193,393,-1,-1,-1,-1
4,3,258,450,111,273,-1,-1,-1,-1
4,5,5,171,118,839,-1,-1,-1,-1
4,7,1857,346,62,264,-1,-1,-1,-1
4,8,1282,427,72,257,-1,-1,-1,-1
5,1,1663,366,197,404,-1,-1,-1,-1
5,3,260,453,109,268,-1,-1,-1,-1
5,5,22,191,111,761,-1,-1,-1,-1
5,7,1857,345,62,269,-1,-1,-1,-1
5,8,1283,428,71,254,-1,-1,-1,-1
6,1,1662,363,198,412,-1,-1,-1,-1
6,3,260,454,108,268,-1,-1,-1,-1
6,5,27,199,111,735,-1,-1,-1,-1
6,7,1857,346,62,269,-1,-1,-1,-1
6,8,1284,424,72,258,-1,-1,-1,-1
7,1,1664,364,195,409,-1,-1,-1,-1
7,3,263,455,106,267,-1,-1,-1,-1
7,5,26,194,115,740,-1,-1,-1,-1
7,7,1857,346,62,273,-1,-1,-1,-1
7,8,1284,426,72,255,-1,-1,-1,-1
8,1,1667,365,191,407,-1,-1,-1,-1
8,3,264,455,106,267,-1,-1,-1,-1
8,5,26,202,116,722,-1,-1,-1,-1
8,7,1856,346,63,274,-1,-1,-1,-1
8,8,1283,428,72,253,-1,-1,-1,-1
9,1,1666,366,189,407,-1,-1,-1,-1
9,3,263,453,106,270,-1,-1,-1,-1
9,5,27,203,121,721,-1,-1,-1,-1
9,7,1854,345,65,281,-1,-1,-1,-1
9,8,1300,427,71,252,-1,-1,-1,-1
10,1,1665,364,189,414,-1,-1,-1,-1
10,3,264,453,105,270,-1,-1,-1,-1
10,5,26,203,124,721,-1,-1,-1,-1
10,7,1853,344,66,284,-1,-1,-1,-1
10,8,1309,431,69,248,-1,-1,-1,-1
11,1,1666,362,188,419,-1,-1,-1,-1
11,3,265,453,105,270,-1,-1,-1,-1
11,5,23,202,129,724,-1,-1,-1,-1
11,7,1852,347,67,311,-1,-1,-1,-1
11,8,1312,434,69,246,-1,-1,-1,-1
12,1,1665,360,187,423,-1,-1,-1,-1
12,5,24,193,137,743,-1,-1,-1,-1
12,7,1852,348,67,323,-1,-1,-1,-1
12,8,1316,436,69,244,-1,-1,-1,-1
13,1,1666,357,185,426,-1,-1,-1,-1
13,5,24,187,142,751,-1,-1,-1,-1
13,7,1851,345,68,338,-1,-1,-1,-1
13,8,1318,437,69,244,-1,-1,-1,-1
13,11,1286,526,47,138,-1,-1,-1,-1
14,1,1663,353,185,433,-1,-1,-1,-1
14,3,272,448,108,280,-1,-1,-1,-1
14,5,31,200,143,724,-1,-1,-1,-1
14,7,1850,343,69,351,-1,-1,-1,-1
14,8,1322,441,68,240,-1,-1,-1,-1
14,11,1287,526,47,137,-1,-1,-1,-1
15,1,1661,352,184,436,-1,-1,-1,-1
15,3,268,432,113,293,-1,-1,-1,-1
15,5,32,205,148,717,-1,-1,-1,-1
15,7,1849,341,70,360,-1,-1,-1,-1
15,8,1323,441,68,240,-1,-1,-1,-1
15,11,1290,526,46,138,-1,-1,-1,-1
16,1,1660,350,181,437,-1,-1,-1,-1
16,3,268,430,114,295,-1,-1,-1,-1
16,5,31,209,152,708,-1,-1,-1,-1
16,7,1848,340,71,363,-1,-1,-1,-1
16,8,1325,440,68,242,-1,-1,-1,-1
16,11,1289,524,48,142,-1,-1,-1,-1
17,1,1654,345,183,444,-1,-1,-1,-1
17,3,279,444,112,286,-1,-1,-1,-1
17,5,29,204,160,718,-1,-1,-1,-1
17,7,1840,317,79,452,-1,-1,-1,-1
17,8,1326,440,69,243,-1,-1,-1,-1
17,11,1289,523,49,145,-1,-1,-1,-1
18,1,1652,343,181,445,-1,-1,-1,-1
