2,1,1619,540,62,144,-1,-1,-1,-1
2,2,1375,500,35,116,-1,-1,-1,-1
2,3,1532,551,55,134,-1,-1,-1,-1
2,4,104,708,46,122,-1,-1,-1,-1
2,5,491,544,40,103,-1,-1,-1,-1
2,6,1447,483,44,98,-1,-1,-1,-1
2,10,1264,547,28,50,-1,-1,-1,-1
3,1,1624,541,63,147,-1,-1,-1,-1
3,2,1379,502,36,120,-1,-1,-1,-1
3,3,1538,548,57,139,-1,-1,-1,-1
3,4,95,714,45,117,-1,-1,-1,-1
3,5,491,544,40,104,-1,-1,-1,-1
3,6,1449,481,43,98,-1,-1,-1,-1
3,10,1265,545,30,54,-1,-1,-1,-1
4,1,1633,548,65,151,-1,-1,-1,-1
4,2,1382,511,34,114,-1,-1,-1,-1
4,3,1546,556,57,138,-1,-1,-1,-1
4,4,79,707,45,121,-1,-1,-1,-1
4,5,490,538,41,109,-1,-1,-1,-1
4,6,1449,484,43,98,-1,-1,-1,-1
4,10,1263,546,31,56,-1,-1,-1,-1
4,14,1300,556,28,54,-1,-1,-1,-1
5,1,1645,562,61,144,-1,-1,-1,-1
5,2,1385,512,38,127,-1,-1,-1,-1
5,3,1551,563,59,145,-1,-1,-1,-1
5,4,65,718,46,123,-1,-1,-1,-1
5,5,489,548,41,108,-1,-1,-1,-1
5,6,1461,498,41,97,-1,-1,-1,-1
5,10,1267,557,30,56,-1,-1,-1,-1
5,14,1301,567,26,49,-1,-1,-1,-1
5,18,541,555,34,94,-1,-1,-1,-1
6,1,1652,562,61,144,-1,-1,-1,-1
6,2,1388,509,38,131,-1,-1,-1,-1
6,3,1560,564,59,146,-1,-1,-1,-1
6,4,55,722,46,124,-1,-1,-1,-1
6,5,489,543,42,112,-1,-1,-1,-1
6,6,1466,498,41,98,-1,-1,-1,-1
6,10,1267,558,32,59,-1,-1,-1,-1
6,14,1304,572,25,48,-1,-1,-1,-1
6,18,541,561,33,90,-1,-1,-1,-1
7,1,1657,566,66,155,-1,-1,-1,-1
7,2,1391,513,40,137,-1,-1,-1,-1
7,3,1567,573,57,144,-1,-1,-1,-1
7,4,33,732,49,128,-1,-1,-1,-1
7,5,487,548,42,112,-1,-1,-1,-1
7,6,1463,502,42,100,-1,-1,-1,-1
7,10,1268,560,33,62,-1,-1,-1,-1
7,14,1299,570,27,51,-1,-1,-1,-1
7,18,527,558,36,98,-1,-1,-1,-1
7,20,1505,512,36,104,-1,-1,-1,-1
8,1,1662,572,66,156,-1,-1,-1,-1
8,2,1392,516,40,139,-1,-1,-1,-1
8,3,1572,579,57,146,-1,-1,-1,-1
8,4,18,732,50,133,-1,-1,-1,-1
8,5,485,550,42,111,-1,-1,-1,-1
8,6,1464,504,41,101,-1,-1,-1,-1
8,10,1268,563,33,61,-1,-1,-1,-1
8,14,1295,570,29,54,-1,-1,-1,-1
8,18,523,561,36,97,-1,-1,-1,-1
8,20,1508,519,36,103,-1,-1,-1,-1
8,21,635,532,28,77,-1,-1,-1,-1
9,1,1672,589,63,149,-1,-1,-1,-1
9,2,1395,528,38,131,-1,-1,-1,-1
9,3,1576,590,57,147,-1,-1,-1,-1
9,4,2,724,50,132,-1,-1,-1,-1
9,5,483,538,44,119,-1,-1,-1,-1
9,6,1468,517,39,96,-1,-1,-1,-1
9,10,1269,564,33,64,-1,-1,-1,-1
9,14,1295,573,29,54,-1,-1,-1,-1
9,18,520,543,40,109,-1,-1,-1,-1
9,20,1513,545,29,82,-1,-1,-1,-1
9,21,635,528,28,79,-1,-1,-1,-1
10,1,1680,584,63,147,-1,-1,-1,-1
10,2,1397,521,40,136,-1,-1,-1,-1
10,3,1586,588,55,142,-1,-1,-1,-1
10,4,0,728,44,145,-1,-1,-1,-1
10,5,482,546,42,114,-1,-1,-1,-1
10,6,1470,510,39,98,-1,-1,-1,-1
10,10,1269,562,31,59,-1,-1,-1,-1
10,14,1294,568,29,54,-1,-1,-1,-1
10,18,517,542,40,111,-1,-1,-1,-1
10,20,1515,551,28,80,-1,-1,-1,-1
10,21,635,531,28,77,-1,-1,-1,-1
10,24,196,575,62,201,-1,-1,-1,-1
11,1,1689,586,61,144,-1,-1,-1,-1
11,2,1400,522,39,134,-1,-1,-1,-1
11,3,1591,587,57,146,-1,-1,-1,-1
11,4,0,731,33,148,-1,-1,-1,-1
11,5,481,552,40,109,-1,-1,-1,-1
11,6,1470,509,39,98,-1,-1,-1,-1
11,10,1269,563,32,61,-1,-1,-1,-1
11,14,1291,568,30,56,-1,-1,-1,-1
11,18,521,554,38,103,-1,-1,-1,-1
11,21,635,533,29,79,-1,-1,-1,-1
11,24,191,568,67,216,-1,-1,-1,-1
12,1,1695,587,62,148,-1,-1,-1,-1
12,2,1406,521,38,133,-1,-1,-1,-1
12,3,1599,588,57,148,-1,-1,-1,-1
