2,1,953,529,83,84,-1,-1,-1,-1
2,2,1081,533,116,122,-1,-1,-1,-1
3,1,955,530,84,86,-1,-1,-1,-1
3,2,1081,533,118,123,-1,-1,-1,-1
4,1,957,531,84,87,-1,-1,-1,-1
4,2,1079,528,128,136,-1,-1,-1,-1
4,4,983,489,36,28,-1,-1,-1,-1
5,1,959,544,82,82,-1,-1,-1,-1
5,2,1083,535,132,140,-1,-1,-1,-1
5,4,983,495,40,32,-1,-1,-1,-1
6,1,961,544,82,83,-1,-1,-1,-1
6,2,1084,533,133,142,-1,-1,-1,-1
6,4,983,493,40,31,-1,-1,-1,-1
7,1,960,548,83,83,-1,-1,-1,-1
7,2,1088,542,125,134,-1,-1,-1,-1
7,4,985,498,38,30,-1,-1,-1,-1
8,1,958,547,87,87,-1,-1,-1,-1
8,2,1089,546,125,135,-1,-1,-1,-1
8,4,986,500,37,29,-1,-1,-1,-1
9,1,958,550,86,86,-1,-1,-1,-1
9,2,1092,563,115,123,-1,-1,-1,-1
9,4,987,501,36,29,-1,-1,-1,-1
10,1,958,549,86,86,-1,-1,-1,-1
10,2,1095,568,110,118,-1,-1,-1,-1
10,4,986,499,37,30,-1,-1,-1,-1
10,7,1027,521,112,65,-1,-1,-1,-1
11,1,958,550,87,87,-1,-1,-1,-1
11,2,1098,573,106,113,-1,-1,-1,-1
11,4,987,500,37,30,-1,-1,-1,-1
11,7,1028,523,98,57,-1,-1,-1,-1
12,1,960,550,83,82,-1,-1,-1,-1
12,2,1101,574,104,110,-1,-1,-1,-1
12,4,986,494,39,33,-1,-1,-1,-1
12,7,1012,518,108,63,-1,-1,-1,-1
13,1,955,545,90,89,-1,-1,-1,-1
13,2,1102,574,104,109,-1,-1,-1,-1
13,4,988,495,35,29,-1,-1,-1,-1
13,7,1004,519,103,60,-1,-1,-1,-1
14,1,957,547,88,86,-1,-1,-1,-1
14,2,1103,574,106,109,-1,-1,-1,-1
14,4,988,495,35,29,-1,-1,-1,-1
14,7,1011,522,88,53,-1,-1,-1,-1
15,1,959,549,87,84,-1,-1,-1,-1
15,2,1103,573,107,111,-1,-1,-1,-1
15,4,993,494,33,27,-1,-1,-1,-1
15,7,1008,525,75,46,-1,-1,-1,-1
16,1,960,549,88,86,-1,-1,-1,-1
16,2,1097,553,128,135,-1,-1,-1,-1
16,4,993,494,33,29,-1,-1,-1,-1
16,7,997,526,63,39,-1,-1,-1,-1
17,1,958,546,92,89,-1,-1,-1,-1
17,2,1096,545,136,145,-1,-1,-1,-1
17,4,990,493,36,30,-1,-1,-1,-1
17,7,990,528,50,31,-1,-1,-1,-1
17,8,901,527,80,54,-1,-1,-1,-1
18,1,957,543,96,93,-1,-1,-1,-1
18,2,1097,541,138,150,-1,-1,-1,-1
18,4,993,492,34,29,-1,-1,-1,-1
18,7,984,529,42,26,-1,-1,-1,-1
18,8,888,521,97,65,-1,-1,-1,-1
19,1,958,545,95,90,-1,-1,-1,-1
19,2,1104,554,126,136,-1,-1,-1,-1
19,4,994,493,33,27,-1,-1,-1,-1
19,8,870,516,108,72,-1,-1,-1,-1
20,1,960,548,92,88,-1,-1,-1,-1
20,2,1107,560,121,129,-1,-1,-1,-1
20,4,995,494,33,27,-1,-1,-1,-1
20,8,855,516,110,73,-1,-1,-1,-1
21,1,962,553,91,86,-1,-1,-1,-1
21,2,1109,561,121,129,-1,-1,-1,-1
21,4,996,495,33,27,-1,-1,-1,-1
21,8,843,519,108,71,-1,-1,-1,-1
22,1,963,553,91,86,-1,-1,-1,-1
22,2,1111,563,121,127,-1,-1,-1,-1
22,4,996,495,34,28,-1,-1,-1,-1
22,8,823,520,108,70,-1,-1,-1,-1
23,1,963,554,92,85,-1,-1,-1,-1
23,2,1111,563,123,128,-1,-1,-1,-1
23,4,995,495,34,28,-1,-1,-1,-1
23,8,808,520,110,70,-1,-1,-1,-1
24,1,966,562,88,81,-1,-1,-1,-1
24,2,1109,562,130,136,-1,-1,-1,-1
24,4,993,497,35,28,-1,-1,-1,-1
24,8,789,522,111,69,-1,-1,-1,-1
25,1,965,565,89,81,-1,-1,-1,-1
25,2,1108,562,135,142,-1,-1,-1,-1
25,4,993,498,35,28,-1,-1,-1,-1
25,8,777,529,106,64,-1,-1,-1,-1
26,1,964,566,90,82,-1,-1,-1,-1
26,2,1106,562,141,149,-1,-1,-1,-1
26,4,991,499,37,29,-1,-1,-1,-1
26,8,765,532,108,63,-1,-1,-1,-1
27,1,962,566,94,85,-1,-1,-1,-1
27,2,1107,566,141,147,-1,-1,-1,-1
27,4,991,498,38,30,-1,-1,-1,-1
27,8,744,537,107,60,-1,-1,-1,-1
27,10,1380,526,133,57,-1,-1,-1,-1
28,1,961,566,97,88,-1,-1,-1,-1
28,2,1105,566,146,154,-1,-1,-1,-1
28,4,995,505,34,26,-1,-1,-1,-1
28,8,728,537,112,62,-1,-1,-1,-1
28,10,1365,532,138,60,-1,-1,-1,-1
29,1,959,569,100,90,-1,-1,-1,-1
29,2,1107,574,143,149,-1,-1,-1,-1
29,4,995,508,33,25,-1,-1,-1,-1
29,8,708,544,111,60,-1,-1,-1,-1
29,10,1357,534,138,60,-1,-1,-1,-1
30,1,961,578,100,89,-1,-1,-1,-1
30,2,1109,574,147,156,-1,-1,-1,-1
30,4,994,513,36,27,-1,-1,-1,-1
30,8,694,545,112,61,-1,-1,-1,-1
30,10,1351,536,138,61,-1,-1,-1,-1
31,1,963,578,97,87,-1,-1,-1,-1
31,2,1111,573,148,159,-1,-1,-1,-1
31,4,995,514,35,27,-1,-1,-1,-1
32,1,961,569,101,91,-1,-1,-1,-1
32,2,1113,567,146,159,-1,-1,-1,-1
32,4,995,515,36,27,-1,-1,-1,-1
32,10,1328,529,132,58,-1,-1,-1,-1
33,1,960,568,104,93,-1,-1,-1,-1
33,2,1115,566,145,159,-1,-1,-1,-1
33,8,656,541,120,65,-1,-1,-1,-1
33,10,1320,530,131,57,-1,-1,-1,-1
34,1,961,564,102,93,-1,-1,-1,-1
34,2,1117,561,146,160,-1,-1,-1,-1
34,8,642,532,129,71,-1,-1,-1,-1
34,10,1317,527,126,55,-1,-1,-1,-1
34,14,999,501,30,26,-1,-1,-1,-1
35,1,962,564,101,91,-1,-1,-1,-1
35,2,1122,561,142,157,-1,-1,-1,-1
35,8,628,532,131,72,-1,-1,-1,-1
35,10,1312,524,130,57,-1,-1,-1,-1
35,14,999,497,31,26,-1,-1,-1,-1
36,1,964,564,97,88,-1,-1,-1,-1
36,2,1124,559,143,158,-1,-1,-1,-1
36,10,1305,521,137,60,-1,-1,-1,-1
36,14,998,493,33,27,-1,-1,-1,-1
37,1,964,562,98,88,-1,-1,-1,-1
37,2,1124,556,145,161,-1,-1,-1,-1
37,10,1288,518,141,63,-1,-1,-1,-1
37,14,998,490,34,28,-1,-1,-1,-1
38,1,966,563,95,86,-1,-1,-1,-1
38,2,1127,558,143,159,-1,-1,-1,-1
38,10,1276,517,146,66,-1,-1,-1,-1
38,14,999,489,34,27,-1,-1,-1,-1
38,16,1108,490,29,21,-1,-1,-1,-1
39,1,965,562,97,87,-1,-1,-1,-1
39,2,1129,558,142,159,-1,-1,-1,-1
39,10,1273,516,144,66,-1,-1,-1,-1
39,14,999,488,32,26,-1,-1,-1,-1
39,16,1109,489,29,21,-1,-1,-1,-1
40,1,966,562,97,87,-1,-1,-1,-1
40,2,1129,558,146,161,-1,-1,-1,-1
40,10,1273,518,140,65,-1,-1,-1,-1
40,14,1000,488,33,26,-1,-1,-1,-1
41,1,966,563,98,87,-1,-1,-1,-1
41,2,1131,558,147,164,-1,-1,-1,-1
41,10,1266,517,140,66,-1,-1,-1,-1
41,14,1000,488,35,27,-1,-1,-1,-1
41,16,1110,492,28,20,-1,-1,-1,-1
42,1,964,563,101,90,-1,-1,-1,-1
42,2,1132,559,150,166,-1,-1,-1,-1
42,14,1001,490,35,26,-1,-1,-1,-1
42,16,1109,493,29,21,-1,-1,-1,-1
43,1,964,563,103,92,-1,-1,-1,-1
43,2,1133,560,153,169,-1,-1,-1,-1
43,14,1001,491,35,26,-1,-1,-1,-1
43,16,1110,494,29,21,-1,-1,-1,-1
44,1,963,563,106,96,-1,-1,-1,-1
44,2,1135,563,156,172,-1,-1,-1,-1
44,14,1000,490,38,28,-1,-1,-1,-1
44,16,1110,494,29,22,-1,-1,-1,-1
45,1,963,564,108,98,-1,-1,-1,-1
45,2,1134,563,162,178,-1,-1,-1,-1
45,14,999,490,39,29,-1,-1,-1,-1
45,16,1111,495,31,22,-1,-1,-1,-1
46,1,964,566,107,97,-1,-1,-1,-1
46,2,1136,565,162,179,-1,-1,-1,-1
46,14,1000,491,38,28,-1,-1,-1,-1
46,16,1112,495,31,22,-1,-1,-1,-1
47,1,964,567,108,99,-1,-1,-1,-1
47,2,1135,564,166,184,-1,-1,-1,-1
47,14,998,492,40,29,-1,-1,-1,-1
47,16,1113,497,31,21,-1,-1,-1,-1
48,1,965,569,107,98,-1,-1,-1,-1
48,2,1135,573,168,184,-1,-1,-1,-1
48,14,998,493,40,29,-1,-1,-1,-1
48,16,1113,498,31,22,-1,-1,-1,-1
49,1,965,568,109,100,-1,-1,-1,-1
49,2,1138,581,165,178,-1,-1,-1,-1
49,10,1165,532,147,69,-1,-1,-1,-1
49,14,999,494,39,27,-1,-1,-1,-1
49,16,1113,498,31,21,-1,-1,-1,-1
50,1,965,568,110,101,-1,-1,-1,-1
50,2,1137,582,168,179,-1,-1,-1,-1
50,10,1165,533,144,69,-1,-1,-1,-1
50,14,1000,496,37,26,-1,-1,-1,-1
50,16,1115,500,29,20,-1,-1,-1,-1
51,1,967,569,110,102,-1,-1,-1,-1
51,2,1136,582,171,181,-1,-1,-1,-1
51,10,1158,532,152,75,-1,-1,-1,-1
51,14,1001,496,36,26,-1,-1,-1,-1
51,16,1115,500,30,21,-1,-1,-1,-1
52,1,966,572,110,103,-1,-1,-1,-1
52,2,1136,582,174,183,-1,-1,-1,-1
52,10,1154,530,152,76,-1,-1,-1,-1
52,14,1002,497,36,26,-1,-1,-1,-1
52,16,1115,500,30,21,-1,-1,-1,-1
53,1,967,570,109,103,-1,-1,-1,-1
53,2,1136,582,176,184,-1,-1,-1,-1
53,10,1155,531,145,72,-1,-1,-1,-1
53,14,1002,496,36,26,-1,-1,-1,-1
53,16,1114,499,31,21,-1,-1,-1,-1
54,1,967,569,109,103,-1,-1,-1,-1
54,2,1136,581,179,187,-1,-1,-1,-1
54,10,1145,532,133,65,-1,-1,-1,-1
54,14,1003,495,35,27,-1,-1,-1,-1
54,16,1114,499,32,21,-1,-1,-1,-1
55,1,966,572,109,104,-1,-1,-1,-1
55,2,1137,580,182,190,-1,-1,-1,-1
55,10,1136,532,131,63,-1,-1,-1,-1
55,14,1003,495,36,27,-1,-1,-1,-1
55,16,1114,499,33,21,-1,-1,-1,-1
56,1,967,569,108,104,-1,-1,-1,-1
56,2,1137,578,185,193,-1,-1,-1,-1
56,10,1127,530,136,66,-1,-1,-1,-1
56,14,1002,493,37,27,-1,-1,-1,-1
56,16,1114,497,33,22,-1,-1,-1,-1
57,1,966,567,109,105,-1,-1,-1,-1
57,2,1137,576,187,195,-1,-1,-1,-1
57,10,1123,528,133,64,-1,-1,-1,-1
57,14,1002,492,37,27,-1,-1,-1,-1
57,16,1113,495,34,23,-1,-1,-1,-1
58,1,966,567,109,105,-1,-1,-1,-1
58,2,1138,578,187,194,-1,-1,-1,-1
58,10,1103,525,137,66,-1,-1,-1,-1
58,14,1002,491,36,27,-1,-1,-1,-1
58,16,1113,494,35,23,-1,-1,-1,-1
59,1,966,566,109,106,-1,-1,-1,-1
59,2,1137,575,190,198,-1,-1,-1,-1
