2,1,551,176,83,112,-1,-1,-1,-1
3,1,547,173,87,116,-1,-1,-1,-1
4,1,537,176,94,126,-1,-1,-1,-1
5,1,527,176,96,124,-1,-1,-1,-1
5,3,0,148,212,163,-1,-1,-1,-1
6,1,520,173,98,124,-1,-1,-1,-1
6,3,0,142,212,169,-1,-1,-1,-1
7,1,516,178,97,118,-1,-1,-1,-1
7,3,0,148,206,156,-1,-1,-1,-1
8,1,511,182,97,113,-1,-1,-1,-1
8,3,0,145,215,170,-1,-1,-1,-1
9,1,498,179,106,118,-1,-1,-1,-1
9,3,0,143,215,173,-1,-1,-1,-1
10,1,489,178,113,120,-1,-1,-1,-1
11,1,479,179,119,119,-1,-1,-1,-1
11,4,8,148,63,160,-1,-1,-1,-1
12,1,472,179,121,120,-1,-1,-1,-1
12,4,10,148,63,159,-1,-1,-1,-1
13,4,21,149,57,140,-1,-1,-1,-1
13,5,508,185,131,166,-1,-1,-1,-1
14,4,25,157,57,136,-1,-1,-1,-1
14,5,496,183,137,172,-1,-1,-1,-1
15,4,6,146,68,165,-1,-1,-1,-1
15,5,459,172,122,146,-1,-1,-1,-1
16,4,5,145,69,168,-1,-1,-1,-1
16,5,446,168,120,137,-1,-1,-1,-1
17,5,417,169,121,127,-1,-1,-1,-1
18,5,419,164,162,165,-1,-1,-1,-1
19,5,405,160,183,181,-1,-1,-1,-1
20,5,385,161,195,183,-1,-1,-1,-1
21,5,354,156,227,205,-1,-1,-1,-1
22,5,338,154,246,215,-1,-1,-1,-1
23,5,325,156,256,213,-1,-1,-1,-1
24,5,285,160,265,206,-1,-1,-1,-1
25,5,268,166,266,192,-1,-1,-1,-1
26,5,242,161,278,192,-1,-1,-1,-1
27,5,211,154,296,199,-1,-1,-1,-1
28,5,178,143,307,211,-1,-1,-1,-1
29,1,195,128,234,235,-1,-1,-1,-1
29,5,159,140,314,214,-1,-1,-1,-1
30,1,179,126,241,240,-1,-1,-1,-1
32,4,191,161,73,166,-1,-1,-1,-1
33,4,198,154,75,167,-1,-1,-1,-1
34,4,208,154,75,167,-1,-1,-1,-1
35,1,32,96,234,236,-1,-1,-1,-1
36,1,13,92,238,241,-1,-1,-1,-1
37,9,565,207,62,106,-1,-1,-1,-1
38,9,543,196,69,115,-1,-1,-1,-1
39,9,526,190,75,118,-1,-1,-1,-1
40,9,505,177,87,131,-1,-1,-1,-1
41,3,426,177,199,128,-1,-1,-1,-1
41,9,491,171,93,139,-1,-1,-1,-1
42,3,424,178,204,128,-1,-1,-1,-1
43,3,424,178,211,132,-1,-1,-1,-1
44,3,424,175,215,137,-1,-1,-1,-1
45,3,425,175,214,137,-1,-1,-1,-1
46,3,430,174,209,133,-1,-1,-1,-1
47,3,424,175,198,127,-1,-1,-1,-1
48,3,346,179,201,121,-1,-1,-1,-1
49,3,301,178,194,112,-1,-1,-1,-1
49,4,552,168,87,203,-1,-1,-1,-1
50,3,288,178,189,109,-1,-1,-1,-1
50,4,535,137,104,281,-1,-1,-1,-1
51,4,508,124,131,298,-1,-1,-1,-1
52,4,488,91,150,320,-1,-1,-1,-1
52,11,229,177,92,106,-1,-1,-1,-1
53,4,464,64,170,352,-1,-1,-1,-1
53,11,228,175,94,108,-1,-1,-1,-1
54,4,437,39,197,397,-1,-1,-1,-1
54,11,227,173,97,113,-1,-1,-1,-1
55,4,446,33,193,409,-1,-1,-1,-1
55,9,326,51,264,378,-1,-1,-1,-1
55,11,228,171,97,115,-1,-1,-1,-1
56,9,313,43,275,393,-1,-1,-1,-1
56,11,226,170,100,118,-1,-1,-1,-1
57,9,283,17,298,406,-1,-1,-1,-1
58,9,285,3,319,428,-1,-1,-1,-1
59,9,266,0,326,427,-1,-1,-1,-1
60,9,257,0,338,427,-1,-1,-1,-1
61,9,245,0,348,432,-1,-1,-1,-1
73,4,563,193,76,215,-1,-1,-1,-1
74,4,526,192,98,195,-1,-1,-1,-1
75,4,514,201,107,196,-1,-1,-1,-1
76,4,513,208,103,191,-1,-1,-1,-1
76,9,455,134,184,271,-1,-1,-1,-1
77,9,467,116,172,268,-1,-1,-1,-1
78,9,475,120,164,261,-1,-1,-1,-1
79,11,282,69,344,399,-1,-1,-1,-1
80,11,282,80,345,384,-1,-1,-1,-1
81,11,277,79,355,389,-1,-1,-1,-1
82,11,293,82,341,378,-1,-1,-1,-1
83,11,307,89,321,358,-1,-1,-1,-1
84,11,310,86,329,366,-1,-1,-1,-1
86,4,242,128,123,233,-1,-1,-1,-1
87,4,232,132,122,224,-1,-1,-1,-1
88,4,210,127,123,226,-1,-1,-1,-1
89,4,230,140,101,186,-1,-1,-1,-1
90,4,233,148,88,165,-1,-1,-1,-1
91,4,217,146,85,161,-1,-1,-1,-1
91,9,247,174,54,78,-1,-1,-1,-1
92,9,233,178,44,64,-1,-1,-1,-1
108,11,482,194,157,217,-1,-1,-1,-1
109,11,473,149,166,256,-1,-1,-1,-1
110,11,476,147,163,256,-1,-1,-1,-1
114,17,312,77,295,390,-1,-1,-1,-1
115,17,302,61,317,418,-1,-1,-1,-1
116,17,290,44,341,435,-1,-1,-1,-1
145,11,470,70,169,329,-1,-1,-1,-1
146,11,478,69,161,328,-1,-1,-1,-1
147,11,477,66,162,331,-1,-1,-1,-1
150,17,308,45,308,386,-1,-1,-1,-1
151,17,305,59,294,356,-1,-1,-1,-1
152,17,309,65,283,342,-1,-1,-1,-1
169,11,541,136,98,223,-1,-1,-1,-1
170,11,514,165,116,209,-1,-1,-1,-1
171,11,513,172,113,202,-1,-1,-1,-1
174,17,249,1,310,421,-1,-1,-1,-1
175,17,261,33,291,410,-1,-1,-1,-1
176,17,259,32,292,412,-1,-1,-1,-1
532,26,21,203,80,68,-1,-1,-1,-1
533,26,0,196,82,71,-1,-1,-1,-1
534,26,0,193,68,71,-1,-1,-1,-1
535,26,0,190,58,71,-1,-1,-1,-1
563,27,7,175,115,72,-1,-1,-1,-1
564,27,0,177,119,77,-1,-1,-1,-1
565,27,0,176,121,83,-1,-1,-1,-1
583,27,18,187,125,80,-1,-1,-1,-1
584,27,19,187,125,81,-1,-1,-1,-1
